x0000,y0000
112.8003283,0,
112.7166618,0.001687842819,
112.6331057,0.01521973198,
112.5496598,0.02553725026,
112.4663239,0.02549560938,
112.3830978,0.01643547154,
112.2999814,0.01493856575,
112.2169745,0.01120749908,
112.1340767,0.006348530129,
112.0512881,0.004485000564,
111.9686083,0.013644073,
111.8860372,0.02560669052,
111.8035746,0.01870607981,
111.7212203,-0.00145148727,
111.6389741,0.03024873706,
111.5568358,0.01106094792,
111.4748052,0.003260616797,
111.3928822,-0.005219755097,
111.3110666,0.005568471528,
111.2293581,0.002453950206,
111.1477566,-0.001905326698,
111.0662619,-0.007199447371,
110.9848738,0.006984746588,
110.9035921,0.008968009223,
110.8224167,0.00865771499,
110.7413473,0.01058781272,
110.6603838,0.01038527527,
110.579526,0.002621519964,
110.4987736,-0.0001120828287,
110.4181266,0.004288139969,
110.3375847,0.01084216501,
110.2571478,0.01211041956,
110.1768156,0.0009933091718,
110.096588,-0.00033195202,
110.0164649,0.007535228143,
109.9364459,0.01659964113,
109.856531,0.001937097056,
109.7767199,-0.003816063677,
109.6970126,0.003504578302,
109.6174087,0.006240349009,
109.5379082,0.005225631498,
109.4585108,-0.002269033545,
109.3792163,-0.005722535899,
109.3000247,-0.009824501967,
109.2209357,-0.01033150113,
109.1419491,-0.00681025979,
109.0630647,0.004130817401,
108.9842825,0.006225350512,
108.9056021,0.005814549791,
108.8270235,-0.01490373532,
108.7485464,0.00588216336,
108.6701707,0.008932356675,
108.5918963,0.01877898862,
108.5137228,-0.0008581181769,
108.4356502,-0.004398091587,
108.3576783,0.004582560211,
108.2798069,0.006005798912,
108.2020358,0.006106007874,
108.1243649,0.002575466414,
108.046794,0.006487554145,
107.9693229,0.003761121734,
107.8919515,-0.005301422033,
107.8146795,-0.002306127658,
107.7375068,-0.000482757756,
107.6604333,0.003334017384,
107.5834588,0.006184218581,
107.506583,0.01715145512,
107.4298059,0.008623614508,
107.3531273,0.006277340646,
107.2765469,0.01397795042,
107.2000647,0.02302660447,
107.1236804,0.01637992641,
107.0473939,0.01704374823,
106.9712051,-0.001446041854,
106.8951137,0.007920388141,
106.8191196,-0.006869104073,
106.7432226,-0.001194577032,
106.6674225,0.008805940887,
106.5917193,0.005190583994,
106.5161127,0.003174861094,
106.4406026,0.00275519222,
106.3651888,-0.005979086343,
106.2898711,0.01700795294,
106.2146493,0.01650330774,
106.1395234,0.007931017328,
106.0644932,0.002788500603,
105.9895584,0.00864554725,
105.914719,-0.003273754272,
105.8399747,0.003287837247,
105.7653254,0.003618974374,
105.690771,0.008233601127,
105.6163112,0.002556324599,
105.541946,0.005945085649,
105.4676751,-0.0004320831173,
105.3934984,-0.001635608954,
105.3194158,0.007751228219,
105.245427,0.007061128182,
105.171532,0.009256313972,
105.0977306,0.004003348291,
105.0240225,0.005076215311,
104.9504077,0.01631149767,
